OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-2148,2021-017R,2022-05-16T17:43:55.822656,15.30378035,.0001514,53.0570,256.1616,37.0402,323.0701,0,U,47737,999,6907,.15545E-3,.4272E-4,0
STARLINK-2149,2021-017S,2022-05-16T20:05:05.504928,15.06387889,.0001332,53.0543,334.3877,64.0718,296.0408,0,U,47738,999,6798,.47379E-4,.424E-5,0
STARLINK-2150,2021-017T,2022-05-17T02:00:02.436192,15.06389110,.0001483,53.0565,358.2798,70.8261,289.2888,0,U,47739,999,6699,-.28589E-4,-.707E-5,0
STARLINK-2152,2021-017U,2022-05-16T23:57:17.103168,15.06404121,.0001368,53.0557,343.6562,68.2101,291.9034,0,U,47740,999,6718,.33464E-4,.217E-5,0
STARLINK-2154,2021-017V,2022-05-16T21:07:26.943744,15.06399700,.0001422,53.0560,344.1885,74.0146,286.0999,0,U,47741,999,6780,.7396E-4,.82E-5,0
STARLINK-2156,2021-017W,2022-05-16T23:00:14.344704,15.06395652,.0001555,53.0545,333.8390,75.0562,285.0599,0,U,47742,999,6732,-.23333E-4,-.629E-5,0
STARLINK-2157,2021-017X,2022-05-16T20:26:18.816288,15.06389084,.0001625,53.0553,334.3228,64.6871,295.4286,0,U,47743,999,6796,-.15662E-3,-.2613E-4,0
STARLINK-2158,2021-017Y,2022-05-16T19:54:28.189152,15.06394253,.0001386,53.0546,334.4258,71.1253,288.9887,0,U,47744,999,6798,-.71504E-4,-.1346E-4,0
STARLINK-2159,2021-017Z,2022-05-16T23:46:41.007360,15.06393097,.0001606,53.0548,343.6886,84.5721,275.5451,0,U,47745,999,6718,-.69212E-4,-.1312E-4,0
STARLINK-2160,2021-017AA,2022-05-16T20:24:58.905792,15.06397974,.0001439,53.0567,344.3153,72.2146,287.9000,0,U,47746,999,6778,.15828E-4,-.46E-6,0
STARLINK-2161,2021-017AB,2022-05-16T20:21:00.316512,15.06393696,.0001607,53.0537,334.3293,67.1121,293.0038,0,U,47747,999,6796,-.58597E-4,-.1154E-4,0
STARLINK-2162,2021-017AC,2022-05-16T20:10:23.696256,15.06392030,.00016,53.0552,334.3651,58.2576,301.8569,0,U,47748,999,6793,.10233E-4,-.129E-5,0
STARLINK-2163,2021-017AD,2022-05-16T14:09:28.240416,15.06391835,.000123,53.0544,335.4909,70.0158,290.0964,0,U,47749,999,6726,-.60538E-4,-.1183E-4,0
STARLINK-2164,2021-017AE,2022-05-16T23:10:50.927808,15.06398280,.0001475,53.0531,333.8110,68.1359,291.9787,0,U,47750,999,6732,.14197E-4,-.7E-6,0
STARLINK-2168,2021-017AF,2022-05-16T19:08:00.945024,15.06402607,.0001663,53.0562,324.5450,68.9374,291.1793,0,U,47751,999,6807,.19144E-3,.2571E-4,0
STARLINK-2169,2021-017AG,2022-05-16T19:56:27.028032,15.06403522,.0001499,53.0545,339.4096,68.8754,291.2395,0,U,47752,999,6791,.11822E-3,.148E-4,0
STARLINK-2170,2021-017AH,2022-05-17T00:07:54.991776,15.06393370,.0001603,53.0553,343.6306,69.8237,290.2924,0,U,47753,999,6718,.80297E-4,.914E-5,0
STARLINK-2171,2021-017AJ,2022-05-16T20:14:22.292448,15.06398872,.0001567,53.0541,344.3648,56.9090,303.2049,0,U,47754,999,6780,.19936E-3,.2689E-4,0
STARLINK-2174,2021-017AL,2022-05-16T20:09:03.523104,15.06391496,.0001476,53.0548,344.3743,73.3684,286.7467,0,U,47756,999,6784,-.59502E-4,-.1167E-4,0
STARLINK-2175,2021-017AM,2022-05-17T02:09:59.542272,15.06397799,.0001727,53.0541,343.2534,62.5294,297.5870,0,U,47757,999,6720,-.14235E-3,-.2401E-4,0
STARLINK-2178,2021-017AQ,2022-05-16T23:45:21.337920,15.06397281,.0001642,53.0562,353.6978,55.4188,304.6956,0,U,47760,999,6704,.11121E-4,-.116E-5,0
STARLINK-2179,2021-017AR,2022-05-16T19:42:32.002272,15.06403381,.0001374,53.0536,344.4594,83.9986,276.1160,0,U,47761,999,6779,.46864E-4,.417E-5,0
STARLINK-2180,2021-017AS,2022-05-16T21:54:31.542048,15.06395052,.0001815,53.0561,359.0494,51.4610,308.6541,0,U,47762,999,6761,.38162E-4,.287E-5,0
STARLINK-2181,2021-017AT,2022-05-16T20:42:53.853120,15.06397181,.0001829,53.0547,349.2746,70.7978,289.3209,0,U,47763,999,6772,.71291E-4,.78E-5,0
STARLINK-2182,2021-017AU,2022-05-16T21:34:38.920512,15.06398346,.0001452,53.0560,359.1044,59.1471,300.9661,0,U,47764,999,6764,.40293E-4,.319E-5,0
STARLINK-2184,2021-017AW,2022-05-17T02:47:48.602400,15.06392584,.0001752,53.0556,358.1291,52.1825,307.9322,0,U,47766,999,6699,-.38141E-4,-.85E-5,0
STARLINK-2185,2021-017AX,2022-05-16T21:02:08.741184,15.06390011,.0001502,53.0552,344.2045,65.6362,294.4783,0,U,47767,999,6785,.41712E-4,.34E-5,0
STARLINK-2189,2021-017AY,2022-05-16T21:06:45.050112,15.06400394,.0001954,53.0564,359.1958,59.3232,300.7949,0,U,47768,999,6761,.15142E-3,.1974E-4,0
STARLINK-2192,2021-017AZ,2022-05-16T19:02:42.638784,15.06399861,.000163,53.0562,324.5701,56.8935,303.2210,0,U,47769,999,6811,.87568E-5,-.151E-5,0
STARLINK-2193,2021-017BA,2022-05-16T20:49:32.088864,15.06397274,.0001608,53.0531,339.2471,58.9130,301.2016,0,U,47770,999,6789,.3137E-4,.186E-5,0
STARLINK-2194,2021-017BB,2022-05-16T22:40:59.755584,15.06393312,.0001445,53.0546,338.9012,66.0391,294.0750,0,U,47771,999,6725,-.73181E-4,-.1371E-4,0
STARLINK-2195,2021-017BC,2022-05-16T20:50:11.923584,15.06397865,.0001854,53.0563,354.2405,63.2130,296.9048,0,U,47772,999,6766,.1305E-3,.1663E-4,0
STARLINK-2196,2021-017BD,2022-05-16T20:44:53.706336,15.06392242,.0001621,53.0552,354.2615,59.6084,300.5065,0,U,47773,999,6765,.83996E-4,.97E-5,0
STARLINK-2197,2021-017BE,2022-05-16T20:39:35.095104,15.06393939,.0001437,53.0570,354.2761,57.6601,302.4527,0,U,47774,999,6766,.50558E-4,.472E-5,0
STARLINK-2198,2021-017BF,2022-05-16T20:55:29.522208,15.06401503,.0001264,53.0551,354.2189,70.9838,289.1288,0,U,47775,999,6771,.3979E-4,.311E-5,0
STARLINK-2209,2021-017BG,2022-05-17T00:45:04.048704,15.06396449,.0001819,53.0543,343.5061,68.3407,291.7776,0,U,47776,999,6719,.66711E-3,.9668E-4,0
STARLINK-2210,2021-017BH,2022-05-16T20:03:45.457056,15.06392798,.0001677,53.0557,344.3929,55.8726,304.2422,0,U,47777,999,6781,-.3516E-5,-.334E-5,0
STARLINK-2211,2021-017BJ,2022-05-16T20:51:31.356288,15.06394479,.0001363,53.0552,344.2280,69.4361,290.6774,0,U,47778,999,6781,-.48053E-4,-.997E-5,0
STARLINK-2212,2021-017BK,2022-05-16T19:42:15.660576,15.12793529,.0001576,53.0569,334.7356,119.8458,240.2691,0,U,47779,999,6795,-.12486E-2,-.22402E-3,0
STARLINK-2213,2021-017BL,2022-05-16T19:53:08.467872,15.06397595,.0001538,53.0498,344.4179,53.8085,306.3046,0,U,47780,999,6784,.92695E-4,.1099E-4,0
STARLINK-2223,2021-017BM,2022-05-16T20:40:54.790464,15.06393952,.0001564,53.0543,344.2670,72.0589,288.0570,0,U,47781,999,6780,.26466E-4,.113E-5,0
STARLINK-2257,2021-018A,2022-05-17T03:29:36.555936,15.06399338,.0001762,53.0557,22.9900,63.4613,296.6556,0,U,47787,999,6636,-.50624E-4,-.1036E-4,0
STARLINK-2314,2021-018B,2022-05-16T22:59:34.214496,15.06394585,.0001704,53.0559,358.8438,60.1615,299.9543,0,U,47788,999,6669,-.10019E-3,-.1773E-4,0
STARLINK-2315,2021-018C,2022-05-17T01:46:07.133952,15.06386945,.0001274,53.0556,3.3295,59.3075,300.8040,0,U,47789,999,6663,.26708E-3,.3698E-4,0
STARLINK-2319,2021-018D,2022-05-16T23:34:44.511168,15.06395575,.0001569,53.0548,353.7373,110.5798,249.5359,0,U,47790,999,6676,-.76091E-4,-.1415E-4,0
STARLINK-2322,2021-018E,2022-05-16T20:51:31.058208,15.06399183,.0001768,53.0547,24.2334,62.3450,297.7718,0,U,47791,999,6667,.39244E-4,.303E-5,0
STARLINK-2334,2021-018F,2022-05-16T17:59:01.260096,15.06397684,.0001597,53.0561,4.7749,58.1857,301.9287,0,U,47792,999,6693,.58068E-4,.583E-5,0
STARLINK-2338,2021-018G,2022-05-17T00:42:25.150464,15.06389546,.0001728,53.0549,3.5258,59.7874,300.3285,0,U,47793,999,6662,-.88977E-5,-.414E-5,0
STARLINK-2341,2021-018H,2022-05-16T21:36:38.740032,15.06390883,.0001812,53.0561,4.1037,52.1590,307.9562,0,U,47794,999,6695,.38167E-4,.287E-5,0
STARLINK-2347,2021-018J,2022-05-16T21:20:42.896832,15.06398081,.0001715,53.0566,4.1517,69.4206,290.6967,0,U,47795,999,6700,.92762E-4,.11E-4,0
STARLINK-2373,2021-018K,2022-05-16T21:41:56.984064,15.06395193,.0001571,53.0551,4.0886,62.3784,297.7364,0,U,47796,999,6695,.39635E-5,-.222E-5,0
STARLINK-2377,2021-018L,2022-05-17T03:20:59.003520,15.06402873,.0001635,53.0564,28.0159,61.3845,298.7308,0,U,47797,999,6629,.13185E-3,.1683E-4,0
STARLINK-2379,2021-018M,2022-05-17T01:08:57.251904,15.06394153,.0001592,53.0569,3.4439,53.6805,306.4331,0,U,47798,999,6662,-.49306E-5,-.355E-5,0
STARLINK-2380,2021-018N,2022-05-17T01:03:38.965536,15.06374881,.0001466,53.0547,3.4493,74.1723,285.9428,0,U,47799,999,6662,.32552E-3,.4567E-4,0
STARLINK-2381,2021-018P,2022-05-17T01:35:28.887648,15.06400356,.0001585,53.0550,3.3554,69.1937,290.9222,0,U,47800,999,6663,.32002E-4,.195E-5,0
STARLINK-2382,2021-018Q,2022-05-16T21:38:38.022144,15.06398533,.0001754,53.0507,9.1677,65.6551,294.4621,0,U,47801,999,6688,.22134E-3,.3017E-4,0
STARLINK-2383,2021-018R,2022-05-16T17:58:21.465120,15.06403199,.0001534,53.0555,29.7655,67.7842,292.3310,0,U,47802,999,6658,.15994E-3,.2102E-4,0
STARLINK-2384,2021-018S,2022-05-17T00:15:51.877440,15.06404757,.0001694,53.0556,3.6035,58.2207,301.8946,0,U,47803,999,6662,.52161E-4,.496E-5,0
STARLINK-2385,2021-018T,2022-05-17T02:12:38.846592,15.06391967,.0001596,53.0562,3.2424,62.4838,297.6313,0,U,47804,999,6663,-.12398E-3,-.2127E-4,0
STARLINK-2386,2021-018U,2022-05-16T21:40:35.374944,15.06407917,.0001667,53.0560,4.0836,62.4584,297.6574,0,U,47805,999,6695,.5194E-3,.7465E-4,0
STARLINK-2387,2021-018V,2022-05-16T22:18:24.504192,15.06397338,.0001736,53.0552,18.9632,52.0143,308.1003,0,U,47806,999,6680,.18418E-4,-.7E-7,0
STARLINK-2388,2021-018W,2022-05-16T22:04:30.356256,15.06396100,.0001701,53.0553,354.0144,57.3684,302.7469,0,U,47807,999,6674,.88944E-4,.1043E-4,0
STARLINK-2389,2021-018X,2022-05-16T19:35:14.185824,15.06392639,.0001727,53.0556,19.4816,64.1081,296.0086,0,U,47808,999,6678,.16752E-4,-.32E-6,0
STARLINK-2390,2021-018Y,2022-05-17T03:40:13.331712,15.06392106,.0001495,53.0571,22.9598,61.9786,298.1354,0,U,47809,999,6636,.241E-4,.77E-6,0
STARLINK-2391,2021-018Z,2022-05-17T02:40:30.222624,15.06403364,.0001619,53.0552,33.1617,71.7509,288.3656,0,U,47810,999,6621,-.69168E-4,-.1312E-4,0
STARLINK-2392,2021-018AA,2022-05-16T21:15:24.659712,15.06392214,.0001619,53.0558,4.1631,69.4814,290.6348,0,U,47811,999,6700,.20511E-3,.2774E-4,0
STARLINK-2393,2021-018AB,2022-05-16T20:34:16.820832,15.06389500,.0001857,53.0553,34.3001,56.6963,303.4204,0,U,47812,999,6651,-.86227E-4,-.1565E-4,0
STARLINK-2394,2021-018AC,2022-05-17T02:33:52.635744,15.06394612,.000156,53.0555,3.1718,59.8887,300.2256,0,U,47813,999,6663,.33042E-5,-.232E-5,0
STARLINK-2395,2021-018AD,2022-05-17T01:32:49.892640,15.06399175,.0001872,53.0549,23.3682,47.8142,312.3006,0,U,47814,999,6636,-.4837E-4,-.1002E-4,0
STARLINK-2396,2021-018AE,2022-05-17T03:54:08.905248,15.06396028,.0001788,53.0551,17.9167,58.5707,301.5457,0,U,47815,999,6644,-.35417E-4,-.809E-5,0
STARLINK-2399,2021-018AF,2022-05-16T23:20:09.274848,15.06376616,.0001809,53.0574,23.7717,67.0217,293.0963,0,U,47816,999,6634,.35631E-3,.5026E-4,0
STARLINK-2400,2021-018AG,2022-05-16T17:24:31.131648,15.06393650,.0001494,53.0573,24.8924,79.4395,280.6762,0,U,47817,999,6663,.36146E-4,.257E-5,0
STARLINK-2401,2021-018AH,2022-05-16T10:05:57.707520,15.06405793,.0001372,53.0547,31.2492,62.0264,298.0864,0,U,47818,999,6652,.28679E-3,.3993E-4,0
STARLINK-2402,2021-018AJ,2022-05-17T03:03:04.194432,15.06399816,.0001801,53.0556,23.0772,52.8367,307.2786,0,U,47819,999,6637,-.29009E-4,-.714E-5,0
STARLINK-2403,2021-018AK,2022-05-16T20:13:02.642880,15.06406953,.0001763,53.0568,34.3632,60.8599,299.2566,0,U,47820,999,6657,.2593E-4,.105E-5,0
STARLINK-2406,2021-018AL,2022-05-16T21:16:41.913408,15.06405827,.0001223,53.0551,24.1603,80.5037,279.6090,0,U,47821,999,6666,.39308E-3,.5579E-4,0
STARLINK-2407,2021-018AM,2022-05-16T19:57:07.552224,15.06396613,.0001882,53.0553,34.4144,54.1239,305.9925,0,U,47822,999,6652,.79552E-4,.903E-5,0
STARLINK-2408,2021-018AN,2022-05-17T01:06:17.866368,15.06390455,.0001534,53.0571,23.4490,49.3853,310.7269,0,U,47823,999,6635,-.20427E-4,-.586E-5,0
STARLINK-2409,2021-018AP,2022-05-16T02:32:49.833312,15.06406969,.00017,53.0557,27.6640,63.2626,296.8536,0,U,47824,999,6654,.12778E-3,.1623E-4,0
STARLINK-2410,2021-018AQ,2022-05-17T01:16:54.622272,15.06401996,.0001464,53.0550,23.4112,58.0504,302.0627,0,U,47825,999,6635,-.59673E-4,-.117E-4,0
STARLINK-2411,2021-018AR,2022-05-16T09:16:12.565920,15.06393361,.0001972,53.0563,26.4075,47.4010,312.7145,0,U,47826,999,6659,.10908E-3,.1343E-4,0
STARLINK-2413,2021-018AS,2022-05-15T22:53:15.342720,15.03935951,.0001505,53.0550,18.4088,73.6065,286.5088,0,U,47827,999,6672,.22688E-3,.289E-4,0
STARLINK-2415,2021-018AT,2022-05-16T20:02:25.885248,15.06392066,.0001958,53.0557,34.3937,47.8915,312.2240,0,U,47828,999,6652,-.47518E-4,-.989E-5,0
STARLINK-2416,2021-018AU,2022-05-17T02:51:07.969536,15.06394095,.000176,53.0554,33.1194,62.7149,297.4019,0,U,47829,999,6622,-.62745E-4,-.1216E-4,0
STARLINK-2419,2021-018AV,2022-05-16T20:23:40.113312,15.06390320,.0001688,53.0558,34.3285,55.2158,304.8990,0,U,47830,999,6651,-.11977E-3,-.2065E-4,0
STARLINK-2420,2021-018AW,2022-05-16T21:59:51.584064,15.06395814,.0001849,53.0582,9.0275,57.3848,302.7320,0,U,47831,999,6693,-.50976E-4,-.1041E-4,0
STARLINK-2422,2021-018AX,2022-05-17T01:43:26.855904,15.06402105,.0001375,53.0547,23.3300,72.4237,287.6902,0,U,47832,999,6636,.33589E-4,.219E-5,0
STARLINK-2423,2021-018AY,2022-05-17T03:56:08.729952,15.06398821,.0001705,53.0552,22.9238,69.8568,290.2605,0,U,47833,999,6637,.64781E-4,.683E-5,0
STARLINK-2424,2021-018AZ,2022-05-17T01:00:59.721696,15.06393273,.0001648,53.0559,23.4597,42.2663,317.8453,0,U,47834,999,6635,-.65296E-4,-.1254E-4,0
STARLINK-2425,2021-018BA,2022-05-16T17:25:09.057792,15.06388255,.0001353,53.0566,29.8680,74.1504,285.9635,0,U,47835,999,6656,.23963E-3,.3288E-4,0
STARLINK-2426,2021-018BB,2022-05-17T02:51:05.122656,15.06401863,.0001727,53.0562,23.1206,55.7079,304.4073,0,U,47836,999,6636,-.78132E-4,-.1445E-4,0
STARLINK-2427,2021-018BC,2022-05-16T20:54:10.255392,15.06397421,.0001807,53.0546,4.2316,52.1549,307.9604,0,U,47837,999,6695,-.12927E-4,-.474E-5,0
STARLINK-2429,2021-018BD,2022-05-17T01:59:22.336224,15.06399884,.0001762,53.0553,23.2797,41.1304,318.9818,0,U,47838,999,6636,.35412E-4,.246E-5,0
STARLINK-2431,2021-018BE,2022-05-16T23:29:26.768256,15.06388985,.0001989,53.0569,353.7303,65.1878,294.9318,0,U,47839,999,6677,.56091E-4,.554E-5,0
STARLINK-2432,2021-018BF,2022-05-16T22:08:28.703616,15.06398752,.0001597,53.0564,3.9994,66.7487,293.3670,0,U,47840,999,6695,.35756E-4,.251E-5,0
STARLINK-2433,2021-018BG,2022-05-16T22:03:11.122272,15.06391158,.0001404,53.0573,4.0122,78.9700,281.1447,0,U,47841,999,6695,.57657E-5,-.196E-5,0
STARLINK-2434,2021-018BH,2022-05-16T20:07:45.278400,15.06389528,.0001877,53.0561,34.3724,63.8824,296.2358,0,U,47842,999,6657,-.15071E-3,-.2525E-4,0
STARLINK-2435,2021-018BJ,2022-05-17T01:50:44.903040,15.06400473,.0001884,53.0553,28.3113,48.1861,311.9288,0,U,47843,999,6629,.16084E-3,.2115E-4,0
STARLINK-2446,2021-018BK,2022-05-16T22:37:41.547072,15.06392103,.0001718,53.0561,23.9152,65.6032,294.5136,0,U,47844,999,6667,.53787E-4,.52E-5,0
STARLINK-2453,2021-018BL,2022-05-17T03:50:50.333856,15.06389854,.0001814,53.0553,22.9371,57.0299,303.0864,0,U,47845,999,6637,-.2425E-3,-.3891E-4,0
STARLINK-2456,2021-018BM,2022-05-17T00:34:27.017184,15.06396790,.0001745,53.0563,23.5492,63.4647,296.6521,0,U,47846,999,6635,.75749E-4,.847E-5,0
STARLINK-2258,2021-021A,2022-05-17T02:16:37.361568,15.06398240,.0001545,53.0544,53.2221,60.9199,299.1944,0,U,47860,999,6566,.38923E-4,.298E-5,0
STARLINK-2280,2021-021B,2022-05-17T02:42:30.562272,15.06392883,.0001491,53.0548,38.1415,60.3563,299.7575,0,U,47861,999,6588,-.11633E-3,-.2013E-4,0
STARLINK-2291,2021-021C,2022-05-17T00:38:26.184480,15.06394602,.0001671,53.0565,33.5372,67.4825,292.6341,0,U,47862,999,6594,-.25842E-4,-.666E-5,0
STARLINK-2293,2021-021D,2022-05-17T02:49:48.044352,15.06398247,.0002085,53.0561,43.1310,55.4006,304.7180,0,U,47863,999,6581,.62861E-4,.655E-5,0
STARLINK-2304,2021-021E,2022-05-17T03:48:09.180576,15.06398509,.0001631,53.0556,32.9465,55.0509,305.0633,0,U,47864,999,6595,.65905E-4,.7E-5,0
STARLINK-2310,2021-021F,2022-05-17T03:48:11.510784,15.06388418,.0001604,53.0571,42.9285,63.9264,296.1890,0,U,47865,999,6583,-.48707E-4,-.1007E-4,0
STARLINK-2320,2021-021G,2022-05-17T03:53:29.701248,15.06394874,.0001803,53.0553,42.9327,56.7033,303.4129,0,U,47866,999,6583,-.64115E-4,-.1236E-4,0
STARLINK-2321,2021-021H,2022-05-16T19:46:30.231264,15.06401102,.0001736,53.0575,34.4343,64.1147,296.0021,0,U,47867,999,6635,.6636E-4,.707E-5,0
STARLINK-2323,2021-021J,2022-05-16T22:48:17.841600,15.06398103,.0001492,53.0579,343.8709,81.1009,279.0149,0,U,47868,999,6664,-.52942E-4,-.107E-4,0
STARLINK-2324,2021-021K,2022-05-17T02:03:21.934656,15.06388704,.0001545,53.0545,33.2711,67.0098,293.1054,0,U,47869,999,6596,.10441E-3,.1274E-4,0
STARLINK-2326,2021-021L,2022-05-17T04:04:46.589952,15.06388331,.0001961,53.0561,57.8733,45.3525,314.7623,0,U,47870,999,6561,-.27823E-4,-.696E-5,0
STARLINK-2327,2021-021M,2022-05-17T03:33:35.521056,15.06400275,.0001716,53.0555,32.9913,58.4848,301.6309,0,U,47871,999,6597,.28912E-4,.149E-5,0
STARLINK-2328,2021-021N,2022-05-16T23:11:01.416768,15.40574657,.0010031,53.0526,336.4932,284.2388,75.7502,0,U,47872,999,6675,.61781E-3,.25222E-3,0
STARLINK-2329,2021-021P,2022-05-17T03:07:03.397152,15.06388986,.0001633,53.0564,33.0739,51.5233,308.5903,0,U,47873,999,6596,-.14733E-4,-.501E-5,0
STARLINK-2330,2021-021Q,2022-05-16T20:57:27.201600,15.06407189,.0001946,53.0561,349.2078,59.7671,300.3511,0,U,47874,999,6703,-.21065E-3,-.3419E-4,0
STARLINK-2331,2021-021R,2022-05-17T02:55:06.741984,15.06382885,.0001549,53.0560,43.1092,81.8711,278.2454,0,U,47875,999,6582,-.46616E-4,-.975E-5,0
STARLINK-2332,2021-021S,2022-05-17T04:14:43.587168,15.06390666,.0001795,53.0565,42.8618,39.2771,320.8348,0,U,47876,999,6583,-.12854E-3,-.2195E-4,0
STARLINK-2333,2021-021T,2022-05-17T03:00:25.665984,15.06385403,.0001524,53.0560,43.0926,55.8189,304.2944,0,U,47877,999,6582,-.8389E-4,-.153E-4,0
STARLINK-2335,2021-021U,2022-05-17T03:16:20.643456,15.06387087,.0001819,53.0558,43.0397,45.9466,314.1673,0,U,47878,999,6582,-.12036E-3,-.2073E-4,0
STARLINK-2336,2021-021V,2022-05-17T03:11:42.061344,15.06388111,.0002044,53.0563,58.0591,46.5612,313.5547,0,U,47879,999,6561,.31258E-5,-.235E-5,0
STARLINK-2337,2021-021W,2022-05-17T02:32:33.274752,15.06392722,.0002297,53.0593,53.1689,42.9894,317.1275,0,U,47880,999,6567,.30438E-4,.171E-5,0
STARLINK-2339,2021-021X,2022-05-17T04:45:14.663232,15.06382427,.0001617,53.0557,52.7702,59.5657,300.5491,0,U,47881,999,6569,-.24473E-4,-.646E-5,0
STARLINK-2340,2021-021Y,2022-05-17T02:33:53.256096,15.06389236,.0001499,53.0572,43.1694,64.5363,295.5781,0,U,47882,999,6582,-.67969E-4,-.1293E-4,0
STARLINK-2342,2021-021Z,2022-05-16T21:06:46.769472,15.06398951,.0001442,53.0561,49.1871,60.4190,299.6943,0,U,47883,999,6636,.4263E-5,-.218E-5,0
STARLINK-2343,2021-021AA,2022-05-16T20:42:13.837824,15.06392706,.00018,53.0558,54.2729,49.4286,310.6859,0,U,47884,999,6611,.23048E-4,.62E-6,0
STARLINK-2344,2021-021AB,2022-05-17T01:20:13.662816,15.06401823,.0001741,53.0571,58.3938,64.0066,296.1103,0,U,47885,999,6559,.14916E-4,-.59E-6,0
STARLINK-2345,2021-021AC,2022-05-17T02:55:44.103072,15.06386237,.0001956,53.0551,48.1100,38.7376,321.3753,0,U,47886,999,6574,-.45142E-4,-.954E-5,0
STARLINK-2346,2021-021AD,2022-05-16T11:35:31.867008,15.06392129,.0001603,53.0549,55.9596,62.0223,298.0929,0,U,47887,999,6558,-.32309E-4,-.763E-5,0
STARLINK-2348,2021-021AE,2022-05-17T04:04:06.572064,15.06385498,.0001396,53.0582,42.8957,53.4095,306.7022,0,U,47888,999,6583,-.12903E-4,-.474E-5,0
STARLINK-2349,2021-021AF,2022-05-17T02:44:29.770944,15.06379820,.0002003,53.0561,43.1371,52.8960,307.2212,0,U,47889,999,6582,-.33952E-3,-.5332E-4,0
STARLINK-2350,2021-021AG,2022-05-16T22:15:54.788544,15.42169543,.000149,53.0541,3.8414,30.7000,329.4092,0,U,47890,999,6589,.55879E-3,.2399E-3,0
STARLINK-2351,2021-021AH,2022-05-17T01:18:14.524992,15.06397608,.0001694,53.0561,53.4054,62.8080,297.3081,0,U,47891,999,6567,-.14848E-4,-.503E-5,0
STARLINK-2352,2021-021AJ,2022-05-17T00:14:13.097184,15.16908559,.0001954,53.0548,47.3651,57.0892,303.0289,0,U,47892,999,6575,.18017E-3,.3283E-4,0
STARLINK-2354,2021-021AL,2022-05-17T00:15:52.516800,15.06392778,.0001715,53.0567,43.6057,46.8682,313.2451,0,U,47894,999,6580,.30863E-4,.178E-5,0
STARLINK-2355,2021-021AM,2022-05-17T00:31:48.522432,15.06392511,.0001664,53.0564,43.5589,68.1516,291.9650,0,U,47895,999,6580,-.68197E-4,-.1297E-4,0
STARLINK-2356,2021-021AN,2022-05-17T03:32:55.288032,15.06392099,.0001738,53.0569,57.9944,52.0060,308.1086,0,U,47896,999,6561,-.27338E-4,-.689E-5,0
STARLINK-2357,2021-021AP,2022-05-16T18:08:17.587968,15.06387893,.0001739,53.0545,44.7292,62.6696,297.4470,0,U,47897,999,6625,.96449E-6,-.267E-5,0
STARLINK-2358,2021-021AQ,2022-05-17T00:21:09.961632,15.06404597,.0001629,53.0568,43.5955,64.1137,296.0019,0,U,47898,999,6580,.46754E-4,.415E-5,0
STARLINK-2359,2021-021AR,2022-05-17T01:52:44.002848,15.06404770,.0001557,53.0549,33.2996,52.5629,307.5502,0,U,47899,999,6596,.99486E-4,.1201E-4,0
STARLINK-2360,2021-021AS,2022-05-17T04:02:45.096000,15.06388649,.000188,53.0566,42.8999,60.9983,299.1195,0,U,47900,999,6582,-.35156E-4,-.805E-5,0
STARLINK-2361,2021-021AT,2022-05-16T20:38:13.835904,15.06385568,.0001619,53.0563,34.2759,56.3252,303.7891,0,U,47901,999,6639,-.12534E-3,-.2147E-4,0
STARLINK-2362,2021-021AU,2022-05-17T01:12:55.827360,15.06386674,.000172,53.0572,53.4109,56.7920,303.3234,0,U,47902,999,6566,-.74275E-4,-.1387E-4,0
STARLINK-2363,2021-021AV,2022-05-16T17:49:43.535136,15.06397417,.0001978,53.0571,34.8026,45.2145,314.9004,0,U,47903,999,6672,.44333E-4,.379E-5,0
STARLINK-2364,2021-021AW,2022-05-17T00:06:36.022176,15.06383541,.0001772,53.0576,33.6368,69.8928,290.2251,0,U,47904,999,6595,-.14469E-3,-.2435E-4,0
STARLINK-2365,2021-021AX,2022-05-16T03:19:15.962880,15.06388683,.000172,53.0560,37.5195,57.5047,302.6108,0,U,47905,999,6582,.50364E-4,.468E-5,0
STARLINK-2366,2021-021AY,2022-05-16T17:04:49.831104,15.76748168,.0002169,53.0369,251.8830,15.6029,344.5057,0,U,47906,999,6848,.36067E-4,.5256E-4,0
STARLINK-2367,2021-021AZ,2022-05-17T01:50:04.871328,15.06382012,.0001625,53.0552,53.3079,45.4397,314.6725,0,U,47907,999,6567,-.13697E-3,-.232E-4,0
STARLINK-2368,2021-021BA,2022-05-16T11:40:50.513664,15.06397326,.0001706,53.0558,55.9621,59.3591,300.7566,0,U,47908,999,6605,.15115E-3,.197E-4,0
STARLINK-2369,2021-021BB,2022-05-17T00:47:42.791424,15.06403027,.0002001,53.0572,43.5040,60.0727,300.0461,0,U,47909,999,6580,.99123E-4,.1195E-4,0
STARLINK-2370,2021-021BC,2022-05-16T20:52:48.548640,15.06398811,.0001504,53.0566,44.2313,66.2922,293.8224,0,U,47910,999,6627,.30348E-3,.4242E-4,0
