OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1737,2020-070BG,2022-05-17T03:02:24.299232,15.06394932,.0001038,53.0541,288.0862,105.0411,255.0693,0,U,46586,999,8957,.45434E-4,.395E-5,0
STARLINK-1746,2020-070BJ,2022-05-16T17:02:36.386304,15.06411902,.000155,53.0549,289.9558,59.2831,300.8310,0,U,46588,999,8983,.23275E-3,.3188E-4,0
STARLINK-1749,2020-070BK,2022-05-16T21:38:41.602560,15.06320125,.000208,53.0560,289.0932,68.2255,291.8955,0,U,46589,999,8986,-.11461E-2,-.17275E-3,0
STARLINK-1755,2020-070BM,2022-05-17T03:44:52.095264,15.06396585,.0001604,53.0554,287.9441,72.3276,287.7888,0,U,46591,999,8990,.30499E-4,.173E-5,0
STARLINK-1715,2020-073B,2022-05-17T00:41:42.788544,15.06403543,.0001703,53.0570,18.5213,57.4375,302.6778,0,U,46671,999,8763,-.40583E-4,-.886E-5,0
STARLINK-1716,2020-073C,2022-05-17T01:39:27.888192,15.06392385,.0001677,53.0574,13.3299,61.1036,299.0121,0,U,46672,999,8771,-.45025E-4,-.952E-5,0
STARLINK-1717,2020-073D,2022-05-16T15:23:04.133184,15.06397216,.0001541,53.0568,30.2693,53.5080,306.6051,0,U,46673,999,8695,.89544E-4,.1052E-4,0
STARLINK-1718,2020-073E,2022-05-17T00:41:05.541504,15.06392410,.00015,53.0555,13.5278,69.3930,290.7220,0,U,46674,999,8770,.42929E-4,.358E-5,0
STARLINK-1720,2020-073F,2022-05-16T19:49:10.218144,15.06383487,.0001554,53.0541,14.4425,60.6578,299.4566,0,U,46675,999,8719,.67116E-3,.9725E-4,0
STARLINK-1766,2020-073H,2022-05-17T03:41:32.693568,15.06389964,.0001717,53.0553,12.9544,55.7524,304.3627,0,U,46677,999,8772,-.87475E-4,-.1584E-4,0
STARLINK-1773,2020-073K,2022-05-17T02:13:58.493568,15.06392513,.000147,53.0552,353.2404,63.6722,296.4418,0,U,46679,999,8800,-.94717E-4,-.1692E-4,0
STARLINK-1774,2020-073L,2022-05-16T10:21:53.751168,15.06402393,.0001646,53.0562,31.2041,59.1234,300.9917,0,U,46680,999,8692,.31993E-3,.4487E-4,0
STARLINK-1775,2020-073M,2022-05-16T20:48:12.468672,15.06403582,.0001862,53.0556,29.2432,52.2214,307.8944,0,U,46681,999,8698,.17302E-3,.2297E-4,0
STARLINK-1776,2020-073N,2022-05-17T02:11:59.030016,15.06400819,.0001645,53.0571,28.2265,54.8040,305.3103,0,U,46682,999,8761,.81179E-4,.928E-5,0
STARLINK-1780,2020-073Q,2022-05-17T03:30:55.599840,15.06397965,.0001439,53.0576,12.9825,87.9422,272.1731,0,U,46684,999,8772,-.32891E-4,-.771E-5,0
STARLINK-1781,2020-073R,2022-05-16T19:17:58.156512,15.06393314,.0001902,53.0553,29.5379,60.9916,299.1264,0,U,46685,999,8697,.16053E-3,.211E-4,0
STARLINK-1783,2020-073S,2022-05-17T02:49:07.904640,15.06399139,.0001662,53.0563,28.1218,61.8674,298.2483,0,U,46686,999,8750,.20812E-3,.282E-4,0
STARLINK-1784,2020-073T,2022-05-16T21:43:16.529088,15.06392368,.0001815,53.0567,354.0740,48.6977,311.4168,0,U,46687,999,8748,.35603E-4,.249E-5,0
STARLINK-1788,2020-073V,2022-05-16T17:31:49.472544,15.06401577,.0001434,53.0543,29.8616,55.0747,305.0377,0,U,46689,999,8821,.1977E-3,.2665E-4,0
STARLINK-1789,2020-073W,2022-05-16T22:19:05.780928,15.06390649,.0001216,53.0561,3.9559,83.3172,276.7955,0,U,46690,999,8734,-.87474E-4,-.1584E-4,0
STARLINK-1790,2020-073X,2022-05-17T03:04:23.367936,15.06398252,.0001801,53.0558,13.0776,58.6198,301.4966,0,U,46691,999,8771,.18527E-4,-.6E-7,0
STARLINK-1791,2020-073Y,2022-05-17T01:08:17.419776,15.06399472,.000155,53.0567,28.4241,62.4268,297.6878,0,U,46692,999,8749,.62817E-4,.654E-5,0
STARLINK-1792,2020-073Z,2022-05-16T22:23:05.404416,15.06394524,.0001538,53.0559,13.9539,61.0792,299.0351,0,U,46693,999,8720,.99753E-5,-.133E-5,0
STARLINK-1793,2020-073AA,2022-05-16T21:22:02.648352,15.06397001,.0001386,53.0564,354.1498,122.3982,237.7141,0,U,46694,999,8748,.94152E-4,.1121E-4,0
STARLINK-1795,2020-073AC,2022-05-16T21:48:35.464320,15.06391014,.0001793,53.0568,354.0573,52.1624,307.9527,0,U,46696,999,8748,.54631E-4,.532E-5,0
STARLINK-1797,2020-073AE,2022-05-17T00:46:23.968704,15.06380299,.0001618,53.0560,13.4978,76.9498,283.1672,0,U,46698,999,8768,-.2312E-3,-.3722E-4,0
STARLINK-1799,2020-073AF,2022-05-16T20:05:04.116480,15.06399132,.0001528,53.0552,14.3862,70.5790,289.5364,0,U,46699,999,8719,-.163E-4,-.524E-5,0
STARLINK-1800,2020-073AG,2022-05-16T10:37:49.057824,15.06402741,.000167,53.0561,31.1432,53.5720,306.5423,0,U,46700,999,8692,.77431E-3,.11271E-3,0
STARLINK-1801,2020-073AH,2022-05-17T03:20:19.326912,15.06402538,.0001565,53.0564,13.0321,61.0722,299.0424,0,U,46701,999,8772,-.1674E-4,-.531E-5,0
STARLINK-1802,2020-073AJ,2022-05-16T22:52:16.317696,15.06391361,.0001652,53.0553,353.8673,62.3899,297.7258,0,U,46702,999,8797,-.73879E-4,-.1382E-4,0
STARLINK-1803,2020-073AK,2022-05-16T22:01:51.117600,15.06404702,.0001599,53.0545,14.0062,58.7862,301.3284,0,U,46703,999,8720,.31117E-3,.4357E-4,0
STARLINK-1804,2020-073AL,2022-05-16T21:32:39.623712,15.06392700,.0001427,53.0566,354.1088,77.5567,282.5582,0,U,46704,999,8748,.72927E-4,.805E-5,0
STARLINK-1805,2020-073AM,2022-05-16T10:43:07.377888,15.06399343,.0001663,53.0562,31.1179,63.8988,296.2172,0,U,46705,999,8692,.21174E-3,.2874E-4,0
STARLINK-1807,2020-073AN,2022-05-17T03:36:14.282784,15.06391706,.0001679,53.0549,12.9799,54.6395,305.4750,0,U,46706,999,8772,-.12756E-3,-.2181E-4,0
STARLINK-1808,2020-073AP,2022-05-16T21:00:48.368448,15.06403982,.0001267,53.0570,354.1967,66.9479,293.1643,0,U,46707,999,8748,-.1548E-3,-.2587E-4,0
STARLINK-1809,2020-073AQ,2022-05-16T15:38:44.558304,15.87015898,.0006893,53.0454,265.1532,316.6551,43.3930,0,U,46708,999,8871,.10353E-2,.282284E-2,0
STARLINK-1810,2020-073AR,2022-05-17T03:19:36.585696,15.06408941,.0001518,53.0565,28.0311,62.0043,298.1100,0,U,46709,999,8750,.68449E-4,.738E-5,0
STARLINK-1811,2020-073AS,2022-05-16T15:19:08.033952,15.06401189,.000201,53.0582,30.2666,53.3591,306.7583,0,U,46710,999,8695,.84286E-5,-.156E-5,0
STARLINK-1813,2020-073AT,2022-05-17T01:50:05.184096,15.06396497,.0001593,53.0564,13.3100,53.9246,306.1891,0,U,46711,999,8769,-.67883E-5,-.383E-5,0
STARLINK-1814,2020-073AU,2022-05-17T02:47:55.180896,15.03950165,.0001503,53.0536,13.2011,54.4863,305.6265,0,U,46712,999,8771,.22439E-3,.2856E-4,0
STARLINK-1815,2020-073AV,2022-05-16T23:42:41.840064,15.06399220,.0001758,53.0556,13.6905,56.1204,303.9952,0,U,46713,999,8769,-.1368E-3,-.2319E-4,0
STARLINK-1816,2020-073AW,2022-05-17T02:37:51.187872,15.06399823,.0001645,53.0552,13.1562,63.8730,296.2428,0,U,46714,999,8771,-.10865E-3,-.19E-4,0
STARLINK-1817,2020-073AX,2022-05-17T00:57:00.641664,15.06400879,.0001839,53.0570,13.4776,52.6430,307.4727,0,U,46715,999,8770,-.1479E-4,-.502E-5,0
STARLINK-1818,2020-073AY,2022-05-16T20:32:16.643616,15.06407550,.0001733,53.0540,29.2958,63.9333,296.1834,0,U,46716,999,8698,.34635E-3,.4882E-4,0
STARLINK-1820,2020-073AZ,2022-05-16T22:12:28.024704,15.06395494,.0001571,53.0584,13.9836,69.9480,290.1678,0,U,46717,999,8720,-.41737E-4,-.903E-5,0
STARLINK-1821,2020-073BA,2022-05-16T10:27:11.793888,15.06406372,.0001664,53.0549,31.1706,62.5829,297.5329,0,U,46718,999,8692,.22788E-3,.3115E-4,0
STARLINK-1822,2020-073BB,2022-05-17T01:58:01.996320,15.06403114,.000162,53.0554,353.2808,62.2266,297.8887,0,U,46719,999,8799,-.30657E-4,-.738E-5,0
STARLINK-1823,2020-073BC,2022-05-16T18:45:58.523904,15.67948216,.0001181,53.0509,276.7397,286.0890,73.9996,0,U,46720,999,8856,.91249E-3,.103548E-2,0
STARLINK-1825,2020-073BE,2022-05-16T20:37:35.085504,15.06397400,.0001731,53.0563,29.2810,60.4044,299.7117,0,U,46722,999,8698,.15178E-3,.198E-4,0
STARLINK-1826,2020-073BF,2022-05-17T00:25:49.794816,15.06391936,.0001727,53.0561,348.5756,73.9170,286.2009,0,U,46723,999,8805,-.4505E-4,-.952E-5,0
STARLINK-1828,2020-073BH,2022-05-17T03:42:12.326112,15.06398817,.0001732,53.0559,27.9480,55.3455,304.7697,0,U,46725,999,8751,.5117E-4,.481E-5,0
STARLINK-1829,2020-073BJ,2022-05-17T04:18:42.712128,15.06392356,.0002239,53.0547,12.8462,43.0096,317.1067,0,U,46726,999,8772,.90528E-4,.1067E-4,0
STARLINK-1830,2020-073BK,2022-05-16T20:53:30.736896,15.06400741,.0001487,53.0546,349.2324,61.4803,298.6335,0,U,46727,999,8755,.25359E-3,.3498E-4,0
STARLINK-1848,2020-074B,2022-05-16T15:09:50.234688,15.06394860,.0002332,53.0549,100.3028,50.3402,309.7792,0,U,46740,999,8663,.12159E-3,.1529E-4,0
STARLINK-1865,2020-074C,2022-05-17T04:18:41.403168,15.06423854,.0001983,53.0563,92.8403,50.7851,309.3314,0,U,46741,999,8680,-.27448E-3,-.437E-4,0
STARLINK-1872,2020-074D,2022-05-17T03:36:14.167872,15.06402675,.0001833,53.0556,92.9711,61.6294,298.4879,0,U,46742,999,8680,.27635E-3,.3837E-4,0
STARLINK-1892,2020-074E,2022-05-16T21:45:55.631232,15.06399420,.0001455,53.0542,94.0499,69.5384,290.5762,0,U,46743,999,8675,.11513E-3,.1434E-4,0
STARLINK-1894,2020-074F,2022-05-17T04:34:37.908192,15.06390527,.0002313,53.0559,92.7899,48.1175,312.0011,0,U,46744,999,8679,-.65289E-4,-.1254E-4,0
STARLINK-1898,2020-074G,2022-05-17T00:47:06.005760,15.42177830,.0005027,53.0563,47.1795,284.5864,75.4583,0,U,46745,999,8740,-.21818E-3,-.9907E-4,0
STARLINK-1905,2020-074H,2022-05-16T20:58:09.411456,15.06399045,.0002175,53.0556,94.2169,43.7392,316.3769,0,U,46746,999,8674,.14034E-3,.1809E-4,0
STARLINK-1908,2020-074J,2022-05-16T14:09:27.212256,15.06401902,.0001891,53.0572,95.4924,57.5198,302.5974,0,U,46747,999,8672,.79741E-4,.906E-5,0
STARLINK-1910,2020-074K,2022-05-17T04:39:55.805760,15.06398623,.0001599,53.0560,92.7816,55.0001,305.1138,0,U,46748,999,8681,.87723E-4,.1025E-4,0
STARLINK-1911,2020-074L,2022-05-17T03:15:00.563616,15.06395223,.0001927,53.0566,93.0504,53.5710,306.5457,0,U,46749,999,8680,.23193E-4,.64E-6,0
STARLINK-1920,2020-074N,2022-05-16T14:25:22.943136,15.06399117,.0001622,53.0548,95.4401,60.0456,300.0694,0,U,46751,999,8670,.11123E-3,.1376E-4,0
STARLINK-1921,2020-074P,2022-05-16T14:41:18.423456,15.06399780,.0002217,53.0546,95.3764,47.0954,313.0221,0,U,46752,999,8670,.65809E-4,.699E-5,0
STARLINK-1922,2020-074Q,2022-05-17T04:13:24.379104,15.06386679,.0001826,53.0552,92.8487,52.6076,307.5079,0,U,46753,999,8681,-.17448E-4,-.541E-5,0
STARLINK-1923,2020-074R,2022-05-16T14:04:09.631776,15.06387449,.0001732,53.0548,95.4934,52.0453,308.0692,0,U,46754,999,8671,-.16316E-5,-.306E-5,0
STARLINK-1924,2020-074S,2022-05-17T04:31:18.912576,15.06391907,.0002407,53.0548,97.7924,46.5699,313.5490,0,U,46755,999,8673,.70105E-5,-.177E-5,0
STARLINK-1925,2020-074T,2022-05-16T21:57:10.200096,15.06399276,.0002406,53.0549,99.0312,53.3839,306.7371,0,U,46756,999,8668,.45479E-4,.396E-5,0
STARLINK-1926,2020-074U,2022-05-17T05:01:47.921088,15.06394806,.0002252,53.0539,97.7102,44.2201,315.8968,0,U,46757,999,8673,.49812E-4,.46E-5,0
STARLINK-1928,2020-074V,2022-05-17T04:04:46.176096,15.06400932,.0002754,53.0545,97.8762,47.2437,312.8783,0,U,46758,999,8674,-.6486E-4,-.1248E-4,0
STARLINK-1833,2020-074W,2022-05-17T03:58:08.111424,15.06394877,.000212,53.0552,107.9054,37.5804,322.5333,0,U,46759,999,8631,.55328E-4,.542E-5,0
STARLINK-1896,2020-074X,2022-05-17T04:14:03.629760,15.06394238,.0001979,53.0560,107.8534,50.2881,309.8283,0,U,46760,999,8660,.1267E-3,.1606E-4,0
STARLINK-1902,2020-074AA,2022-05-16T20:45:38.602368,15.42177154,.0003803,53.0570,79.0341,25.5641,334.5551,0,U,46763,999,8696,.79298E-4,.3041E-4,0
STARLINK-1903,2020-074AB,2022-05-16T21:41:17.105280,15.06399293,.0002333,53.0565,109.0791,47.0634,313.0550,0,U,46764,999,8654,.16781E-3,.2219E-4,0
STARLINK-1906,2020-074AC,2022-05-17T05:23:03.757056,15.06396771,.0001957,53.0536,107.6419,45.3519,314.7630,0,U,46765,999,8631,-.40499E-4,-.885E-5,0
STARLINK-1916,2020-074AD,2022-05-17T03:36:54.690336,15.06394387,.0002125,53.0551,107.9542,50.9066,309.2112,0,U,46766,999,8631,.23116E-4,.63E-6,0
STARLINK-1917,2020-074AE,2022-05-16T21:57:12.294432,15.06401597,.0002034,53.0554,109.0286,54.6104,305.5074,0,U,46767,999,8654,.11288E-3,.14E-4,0
STARLINK-1918,2020-074AF,2022-05-16T22:02:30.803712,15.06400499,.0002184,53.0542,109.0162,54.9352,305.1841,0,U,46768,999,8654,.16035E-3,.2107E-4,0
STARLINK-1932,2020-074AH,2022-05-17T05:12:55.937376,15.03952940,.0001908,53.0552,107.7996,44.9348,315.1794,0,U,46770,999,8660,-.12864E-3,-.2069E-4,0
STARLINK-1936,2020-074AK,2022-05-16T15:50:57.848064,15.06403888,.0002348,53.0558,110.1738,55.3842,304.7368,0,U,46772,999,8650,.13769E-3,.177E-4,0
STARLINK-1939,2020-074AM,2022-05-17T03:17:11.309280,15.13686168,.0003345,53.0514,101.6340,59.3909,300.7413,0,U,46774,999,8667,.18862E-2,.34205E-3,0
STARLINK-1946,2020-074AP,2022-05-17T02:08:56.468544,15.42157013,.0002867,53.0556,83.0773,13.8432,346.2651,0,U,46776,999,8661,-.14733E-3,-.6819E-4,0
STARLINK-1798,2020-074AS,2022-05-17T03:42:52.841664,15.06390391,.0001871,53.0563,82.9540,52.1052,308.0106,0,U,46779,999,8664,.29968E-4,.165E-5,0
STARLINK-1832,2020-074AT,2022-05-17T03:26:59.777952,15.06365757,.0002003,53.0566,83.0157,48.7600,311.3562,0,U,46780,999,8665,-.17777E-3,-.2926E-4,0
STARLINK-1834,2020-074AU,2022-05-17T03:52:09.662880,15.06411899,.0001863,53.0557,92.9293,54.7409,305.3754,0,U,46781,999,8652,-.25691E-3,-.4108E-4,0
STARLINK-1835,2020-074AV,2022-05-17T04:46:34.368096,15.06396640,.0001867,53.0546,82.7431,50.9073,309.2082,0,U,46782,999,8665,-.11797E-3,-.2038E-4,0
STARLINK-1851,2020-074AW,2022-05-17T03:32:13.440192,15.06434114,.0002061,53.0549,82.9892,55.0770,305.0413,0,U,46783,999,8665,.67358E-3,.9775E-4,0
STARLINK-1882,2020-074AX,2022-05-17T03:37:34.313376,15.06389849,.0001581,53.0560,82.9784,57.9361,302.1781,0,U,46784,999,8659,.67607E-4,.725E-5,0
STARLINK-1883,2020-074AY,2022-05-17T03:16:19.973856,15.06398866,.0002115,53.0545,83.0343,54.2634,305.8552,0,U,46785,999,8660,.54675E-4,.533E-5,0
STARLINK-1893,2020-074AZ,2022-05-16T18:49:26.925024,15.06396460,.0001716,53.0575,64.6181,64.5081,295.6086,0,U,46786,999,8715,.58725E-4,.593E-5,0
STARLINK-1899,2020-074BA,2022-05-17T04:12:04.364928,15.06384926,.0001643,53.0564,62.8501,62.8382,297.2774,0,U,46787,999,8689,.63421E-5,-.187E-5,0
STARLINK-1929,2020-074BB,2022-05-17T04:01:26.452992,15.06401936,.0002015,53.0562,62.9033,43.1384,316.9762,0,U,46788,999,8689,.61154E-6,-.273E-5,0
STARLINK-1930,2020-074BC,2022-05-16T21:49:52.443264,15.06394863,.0001965,53.0569,94.0598,52.2460,307.8707,0,U,46789,999,8675,.94039E-4,.1119E-4,0
STARLINK-1931,2020-074BD,2022-05-16T14:57:14.360832,15.06401819,.0001908,53.0562,95.3432,54.2120,305.9046,0,U,46790,999,8670,.14782E-3,.1921E-4,0
STARLINK-1933,2020-074BE,2022-05-17T04:02:47.107392,15.06391345,.0002212,53.0569,92.8761,42.8349,317.2812,0,U,46791,999,8646,.74031E-5,-.172E-5,0
STARLINK-1934,2020-074BF,2022-05-16T20:43:33.383712,15.06397394,.0002485,53.0543,84.2460,42.3969,317.7212,0,U,46792,999,8688,.1283E-3,.163E-4,0
STARLINK-1941,2020-074BG,2022-05-17T03:46:51.583872,15.06391075,.0001822,53.0558,92.9400,57.3114,302.8050,0,U,46793,999,8646,-.87143E-4,-.1579E-4,0
STARLINK-1942,2020-074BH,2022-05-16T21:35:18.718944,15.06403235,.0002383,53.0547,94.1036,46.4890,313.6297,0,U,46794,999,8675,.37751E-4,.281E-5,0
STARLINK-1944,2020-074BK,2022-05-16T06:39:37.232928,15.06399589,.0002722,53.0566,86.9013,45.9997,314.1216,0,U,46796,999,8679,.91155E-4,.1076E-4,0
STARLINK-1948,2020-074BM,2022-05-16T15:23:04.724160,15.06396796,.0002149,53.0543,110.2647,54.0025,306.1163,0,U,46798,999,8650,.18651E-3,.2497E-4,0
STARLINK-1777,2020-088A,2022-05-17T04:37:15.982176,15.06403730,.0001375,53.0549,72.7692,71.1919,288.9219,0,U,47122,999,8225,.89546E-4,.1053E-4,0
STARLINK-1785,2020-088C,2022-05-17T02:41:08.673216,15.06392667,.0001594,53.0554,78.1470,62.3560,297.7591,0,U,47124,999,8217,.36567E-4,.263E-5,0
STARLINK-1812,2020-088E,2022-05-17T03:38:53.811744,15.06385028,.0001941,53.0545,72.9536,49.2642,310.8515,0,U,47126,999,8225,-.12362E-3,-.2122E-4,0
STARLINK-1837,2020-088G,2022-05-17T04:13:23.820096,15.06390926,.0001564,53.0556,52.8570,60.3425,299.7720,0,U,47128,999,8253,-.39423E-4,-.869E-5,0
STARLINK-1838,2020-088H,2022-05-17T04:54:30.912480,15.06402931,.0001997,53.0556,62.7254,48.5773,311.5388,0,U,47129,999,8240,.17292E-3,.2295E-4,0
STARLINK-1839,2020-088J,2022-05-17T02:55:06.303936,15.06393576,.0002982,53.0547,83.0874,49.1734,310.9514,0,U,47130,999,8210,.10732E-3,.1317E-4,0
STARLINK-1843,2020-088M,2022-05-17T01:32:49.577280,15.06395414,.000167,53.0565,63.3480,63.1557,296.9602,0,U,47133,999,8238,-.44744E-4,-.948E-5,0
STARLINK-1844,2020-088N,2022-05-17T04:05:24.507456,15.06391410,.0001593,53.0549,72.8801,61.0344,299.0805,0,U,47134,999,8225,-.3901E-3,-.6086E-4,0
STARLINK-1845,2020-088P,2022-05-16T19:00:03.020832,15.06399547,.0001586,53.0556,64.5897,60.1635,299.9511,0,U,47135,999,8203,.9341E-4,.111E-4,0
STARLINK-1846,2020-088Q,2022-05-17T02:56:25.889568,15.06393196,.0001523,53.0557,73.1098,64.3255,295.7891,0,U,47136,999,8224,-.27071E-4,-.685E-5,0
STARLINK-1849,2020-088R,2022-05-17T04:06:45.585216,15.06397755,.0001758,53.0562,62.8755,56.9418,303.1740,0,U,47137,999,8239,.11068E-3,.1367E-4,0
STARLINK-1850,2020-088S,2022-05-16T19:21:54.883872,15.06401309,.0002095,53.0575,69.5248,41.3403,318.7745,0,U,47138,999,8197,.86769E-4,.1011E-4,0
STARLINK-1852,2020-088T,2022-05-16T20:50:49.208640,15.06399652,.0001889,53.0548,79.2386,50.5503,309.5653,0,U,47139,999,8183,-.32105E-4,-.76E-5,0
STARLINK-1854,2020-088V,2022-05-17T03:29:36.699360,15.06386448,.0001595,53.0564,63.0017,68.6137,291.5022,0,U,47141,999,8238,-.6216E-4,-.1207E-4,0
STARLINK-1856,2020-088X,2022-05-16T19:05:21.372000,15.06404565,.0001648,53.0566,64.5531,55.9994,304.1151,0,U,47143,999,8203,.39739E-4,.31E-5,0
STARLINK-1857,2020-088Y,2022-05-16T18:45:29.093472,15.06396422,.0005155,53.0555,54.6288,58.1423,302.0067,0,U,47144,999,8217,.69038E-4,.746E-5,0
STARLINK-1858,2020-088Z,2022-05-17T02:35:49.126272,15.71038290,.0000978,53.0521,19.9049,182.9455,177.1557,0,U,47145,999,8294,.85091E-3,.109821E-2,0
STARLINK-1860,2020-088AB,2022-05-17T04:53:13.094592,15.06380774,.0001966,53.0561,72.7440,47.7887,312.3269,0,U,47147,999,8221,-.39039E-4,-.863E-5,0
STARLINK-1861,2020-088AC,2022-05-17T02:41:49.989696,15.06396032,.0001741,53.0557,63.1527,50.3083,309.8059,0,U,47148,999,8233,-.30707E-4,-.739E-5,0
STARLINK-1862,2020-088AD,2022-05-17T03:22:57.171936,15.06412328,.0001764,53.0558,73.0089,61.1035,299.0131,0,U,47149,999,8220,.11321E-3,.1406E-4,0
STARLINK-1863,2020-088AE,2022-05-17T03:13:41.962944,15.06383293,.0001721,53.0556,63.0345,59.4073,300.7086,0,U,47150,999,8234,-.84931E-4,-.1546E-4,0
STARLINK-1864,2020-088AF,2022-05-17T03:12:21.830400,15.06386642,.0001768,53.0567,73.0563,43.9720,316.1409,0,U,47151,999,8219,.15042E-4,-.58E-6,0
STARLINK-1866,2020-088AG,2022-05-17T04:26:39.763680,15.06392265,.0001764,53.0535,72.8179,60.7865,299.3300,0,U,47152,999,8220,.11102E-4,-.116E-5,0
STARLINK-1867,2020-088AH,2022-05-17T03:50:09.119328,15.06385520,.0001828,53.0558,77.9257,51.8239,308.2914,0,U,47153,999,8213,.84344E-4,.974E-5,0
STARLINK-1868,2020-088AJ,2022-05-17T02:09:59.454144,15.06389553,.0001954,53.0546,63.2327,39.4894,320.6237,0,U,47154,999,8233,-.13361E-4,-.481E-5,0
STARLINK-1869,2020-088AK,2022-05-17T03:00:24.500448,15.06397496,.0002469,53.0568,83.0823,58.1765,301.9464,0,U,47155,999,8205,.66151E-4,.703E-5,0
STARLINK-1871,2020-088AM,2022-05-17T02:19:16.785120,15.06397454,.0001685,53.0570,73.1992,62.0199,298.0960,0,U,47157,999,8219,-.76307E-4,-.1418E-4,0
STARLINK-1873,2020-088AN,2022-05-17T01:16:55.126848,15.06394702,.000168,53.0562,63.3988,56.0156,304.0993,0,U,47158,999,8232,.1043E-3,.1272E-4,0
STARLINK-1874,2020-088AP,2022-05-16T23:24:46.831392,15.94090031,.0004997,53.0397,355.0684,262.0485,97.9975,0,U,47159,999,8326,.10161E-2,.382516E-2,.68432E-4
STARLINK-1876,2020-088AR,2022-05-17T02:04:40.491264,15.06397574,.0001553,53.0559,63.2502,53.1457,306.9674,0,U,47161,999,8233,.45988E-4,.403E-5,0
STARLINK-1877,2020-088AS,2022-05-16T19:35:53.137536,15.06397813,.0001948,53.0570,74.4704,52.8769,307.2398,0,U,47162,999,8190,.11038E-3,.1363E-4,0
STARLINK-1878,2020-088AT,2022-05-17T02:44:29.332032,15.06399793,.000173,53.0558,83.1216,54.5718,305.5432,0,U,47163,999,8205,-.39956E-4,-.877E-5,0
STARLINK-1879,2020-088AU,2022-05-17T04:02:47.090112,15.06390819,.0001898,53.0570,52.8965,46.6784,313.4363,0,U,47164,999,8248,-.7702E-4,-.1428E-4,0
STARLINK-1880,2020-088AV,2022-05-17T02:35:11.702112,15.06399792,.0001687,53.0553,73.1516,48.9900,311.1235,0,U,47165,999,8219,-.63774E-4,-.1231E-4,0
STARLINK-1881,2020-088AW,2022-05-16T21:07:32.231424,15.45943062,.0004005,53.0508,354.2530,135.0889,225.0442,0,U,47166,999,8304,.64146E-3,.31441E-3,0
STARLINK-1884,2020-088AX,2022-05-17T02:13:58.387296,15.06392082,.0002017,53.0559,73.2202,49.3974,310.7190,0,U,47167,999,8224,.64605E-5,-.185E-5,0
STARLINK-1885,2020-088AY,2022-05-17T00:32:32.441280,15.92838660,.0002963,53.0480,18.0947,220.5481,139.5325,0,U,47168,999,8301,.10021E-2,.352578E-2,.58793E-4
STARLINK-1887,2020-088BA,2022-05-17T03:28:16.897728,15.06399027,.0001862,53.0559,72.9922,58.9972,301.1200,0,U,47170,999,8224,-.5078E-4,-.1038E-4,0
STARLINK-1888,2020-088BB,2022-05-16T12:00:45.076608,15.06390872,.0001657,53.0542,65.8850,48.5355,311.5776,0,U,47171,999,8199,.72786E-4,.802E-5,0
STARLINK-1890,2020-088BD,2022-05-16T13:24:20.336544,15.06398149,.0002458,53.0585,75.6352,44.2787,315.8398,0,U,47173,999,8186,.16077E-4,-.42E-6,0
STARLINK-1891,2020-088BE,2022-05-16T13:40:16.286016,15.06392085,.0002505,53.0561,75.5785,47.8313,312.2888,0,U,47174,999,8186,-.63946E-4,-.1234E-4,0
STARLINK-1895,2020-088BF,2022-05-17T00:46:23.221344,15.06394419,.0001311,53.0592,53.4975,69.7389,290.3741,0,U,47175,999,8221,-.28624E-4,-.708E-5,0
STARLINK-1907,2020-088BH,2022-05-17T03:34:54.456096,15.06397797,.0001734,53.0585,62.9785,55.1019,305.0133,0,U,47177,999,8238,-.25134E-5,-.319E-5,0
STARLINK-1912,2020-088BJ,2022-05-17T04:42:35.597376,15.06390435,.0001821,53.0563,72.7585,56.3081,303.8081,0,U,47178,999,8195,-.26671E-4,-.679E-5,0
STARLINK-1913,2020-088BK,2022-05-16T14:05:28.672224,15.06401435,.000185,53.0573,85.4868,57.0379,303.0787,0,U,47179,999,8172,.3049E-4,.173E-5,0
STARLINK-1927,2020-088BM,2022-05-17T03:46:51.765312,15.06390907,.0001763,53.0568,52.9484,54.6854,305.4300,0,U,47181,999,8248,-.2226E-3,-.3595E-4,0
STARLINK-1952,2021-005A,2022-05-17T02:52:39.020448,15.76694569,.0001798,53.0339,71.2303,29.4589,330.6532,0,U,47349,999,7551,-.37469E-4,-.6775E-4,0
STARLINK-2011,2021-005B,2022-05-17T04:42:36.293760,15.06379278,.0001623,53.0552,192.7674,59.4872,300.6277,0,U,47350,999,7383,.51646E-4,.487E-5,0
STARLINK-2017,2021-005C,2022-05-16T18:16:16.909248,15.06393196,.0001579,53.0543,154.7061,55.9148,304.1991,0,U,47351,999,7365,.7377E-4,.817E-5,0
STARLINK-2034,2021-005D,2022-05-17T04:16:02.512704,15.06400898,.0001964,53.0542,192.8564,42.7816,317.3325,0,U,47352,999,7381,-.36504E-4,-.825E-5,0
